date,open,high,low,close,volume,turnover
2020-01-02,1971.89,2007.42,1960.04,1997.94,153023187.0,2571196482.0
2020-01-03,2006.23,2050.05,2003.86,2034.66,111619481.0,1914495475.0
2020-01-06,2014.52,2053.61,2002.68,2021.63,86208350.0,1477930193.0
2020-01-07,2028.74,2046.5,2007.42,2031.1,72860756.0,1247047135.0
2020-01-08,2013.34,2019.26,1969.52,1973.07,84782412.0,1423608811.0
2020-01-09,1990.84,2005.05,1957.68,1988.47,103163665.0,1725326806.0
2020-01-10,1988.47,1990.84,1956.49,1976.63,58554845.0,975154819.0
2020-01-13,1983.73,2016.89,1967.15,2012.15,87213336.0,1468271684.0
2020-01-14,2012.15,2045.32,1984.92,1984.92,130449366.0,2217608853.0
2020-01-15,1988.47,1996.76,1948.2,1956.49,85943912.0,1424889228.0
2020-01-16,1956.49,1962.41,1918.59,1933.99,102810467.0,1678888508.0
2020-01-17,1939.91,1960.04,1936.36,1941.1,60543669.0,995909007.0
2020-01-20,1945.83,1967.15,1936.36,1948.2,74607475.0,1226464650.0
2020-01-21,1935.17,1935.17,1886.62,1894.91,89660310.0,1442171432.0
2020-01-22,1885.43,1913.86,1860.56,1905.57,71946491.0,1150933399.0
2020-01-23,1885.43,1885.43,1822.66,1840.43,110059207.0,1723394337.0
2020-02-03,1656.86,1740.95,1656.86,1656.86,225919483.0,3201454165.0
2020-02-04,1663.97,1736.21,1660.41,1729.1,170617207.0,2442932843.0
2020-02-05,1727.92,1763.45,1695.94,1732.66,149138021.0,2177632044.0
2020-02-06,1753.97,1761.08,1718.44,1749.24,118581572.0,1740107625.0
2020-02-07,1729.1,1739.76,1706.6,1731.47,92485296.0,1345053256.0
2020-02-10,1718.44,1720.81,1693.57,1717.26,133949524.0,1931983482.0
2020-02-11,1729.1,1769.37,1724.37,1751.61,140750744.0,2077194139.0
2020-02-12,1751.61,1755.16,1729.1,1749.24,107050321.0,1573229043.0
2020-02-13,1742.13,1762.26,1730.29,1735.02,101320528.0,1491327714.0
2020-02-14,1746.87,1793.06,1740.95,1780.03,151243473.0,2253906452.0
2020-02-17,1781.21,1820.3,1768.19,1820.3,154369601.0,2337993586.0
2020-02-18,1815.56,1815.56,1777.66,1800.16,97361235.0,1478274223.0
2020-02-19,1788.32,1820.3,1785.95,1804.9,87410693.0,1333730219.0
2020-02-20,1808.45,1849.9,1788.32,1846.35,123544434.0,1897923029.0
2020-02-21,1834.51,1861.75,1829.77,1845.17,99507102.0,1546692930.0
2020-02-24,1830.95,1830.95,1794.24,1803.71,119179450.0,1820183855.0
2020-02-25,1776.48,1791.87,1750.42,1781.21,114457502.0,1710369786.0
2020-02-26,1749.24,1808.45,1740.95,1775.29,117659915.0,1769612245.0
2020-02-27,1771.74,1794.24,1763.45,1789.5,97527090.0,1464605739.0
2020-02-28,1758.71,1781.21,1712.52,1717.26,130064445.0,1906892413.0
2020-03-02,1723.18,1770.55,1712.52,1751.61,111658066.0,1647432270.0
